chain,outlets,total_pop_served,mmda_count,regions,pop_per_outlet,avg_mmda_pop
PRO-CARE LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
MARRITA PHARMACY,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
7 STARS CHEMIST LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
JAB HEALTHCARE PHARMACY LTD,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
JAB HEALTHCARE PHARMACY,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
JE ROPHE PHARMACY,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
JASKOK PHARMACY LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
PRINCE CHARLES PHARM. LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
DEMAY PHARMACY LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
XE-RION PHARMACY LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
ASLINA CHEMIST (KRONUM BRAN,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
ASLINA CHEMIST,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
ASKEME PHARMACY LTD.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
PRIMETIME PHARMACY LTD,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
ZINTEX PHARMACY LTD,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
LIFE GEM COMPANY (PHARM DIV.,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
LIFE FIRST CHEMIST,1,943.0212314225053,1,1,943.0212314225053,943.0212314225053
QUICK PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
Y & J PHARMACEUTICALS,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
JEKSA PHARMACY LTD,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
HEALTHWATCH PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
BENIJAX PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
BASE PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
KOSAK PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
BENDI CHEMIST LIMITED,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
JONNY-BOW PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
SUNVIEW CHEMIST LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
TOBINCO PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
LEMISH PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
LEVON PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
NYAHO MED. CENTRE PHARM.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
CEDAR POINT CHEMISTS LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
MIDLAND CHEMISTS LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
BUBUASHIE CONTROL PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
ODORKOR PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
ELINDA PHARMACY CO. LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
AVENUE CHEMISTS,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
MAXTAK PHARMACY LIMITED,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
MARY DE ROSE PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
PERFBAAB PHARMACY LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
MALIKO PHARMA LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
CITADEL CHEMISTS (GH) LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
ROYAL DACH PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
EXXELL PHARMA LTD,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
EURETOM PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
SAFEWAY CHEMIST LTD.,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
REVMAN PHARMACY,2,906.4585987261147,1,1,453.22929936305735,906.4585987261147
HEALTH-NET PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HELIJONS PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ASTRA INVESTMENTS LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
PILL PACK PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
RAPHACARE PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
KUDOS PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
DANPONG PHARMACY (GH) LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ANIL PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
DOSTY PHARMACY CO. LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HUTCH PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HEM PHARMA SERVICES LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JUST ANANSE PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JULIAN CHEMISTS LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HERBELLE PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HEM PHARMA SERVICES LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
KWACH PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ADD PHARMA(GH) LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
PHINAS PHARMA LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
PETLA PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
DPS GMBH LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
KWADY CHEMIST,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
KWICKPHARMA LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
L. C. L. PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LASHIBI CHEMIST LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LASYD PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ABBA CHEMISTS LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ABGRAD PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JORAMAY PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
BENALLY PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
KREST PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ALLON HEALTH & PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
VICAR PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
BAYORSMITH PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HEALTH BAY PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HUTCH PHARMA LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
HUTCHINS PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
STREAMLINE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GREENFIELD PHARMACY (COMM.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LINK 12 PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GODSWAY PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GOLDLANE PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LIFEDOOR PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LIFESCIENCES PHARMA LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LLOYLAN PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
RELIANCE PHARMACEUTICALS LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
PEE & KAY PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ABIGIPHARMA LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
STE-NAFAR PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GOLDLEAF PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
BRANDEMARY PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
RESONANCE PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
RHINO PHARMA,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
RETINA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
BOVISER PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MAKAY PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ELENARK PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CROIRE PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
G.R. INDUSTRIES LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GERDAL PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
BOSHEN PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MABANDRA PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ELEOMAX PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MAIN FOCUS PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
GAP PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MED4CURE LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MEDELLA CHEMISTS,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SMART CARE PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MATCARE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JOTAFA COMPANY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MATELL CHEMISTS LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FRESHBROOKS PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
PERU PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CRISTALIFE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
LLOYLAN PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
THEONIC PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
TOP PILL PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
TOP PILL PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
TOHABA PHARMACEUTICALS LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
TOP PILL PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SODINA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SOLUPHARMA LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ELORDENAM PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
COMMUNITY FIVE CHEMISTS,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
EMPAT PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ODDAREMMA CHEMISTS,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CRISS PHARMACY COMPANY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CRISS PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CRISS PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ROCKWELL PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FRANITA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FREE LINK PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
AZATER PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MEDS N MORE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
B.B. CHEMISTS LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
C B V PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MICHRISMA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SENES PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SENES PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CEFRANO PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SANBAO(GH) PHARMACEUTICALS,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SCOOPEX PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
NOLA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
AMERICAN PHARMACY & ATLANT,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FLOURISH PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ADALITS PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SAMOSPHARMA LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FRESH SPRING CHEMISTS LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CAPA CHEMISTS LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CAPA CHEMIST LTD.(COMM. 19 B,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MILLAN CHEMISTS LTD (COMM. 1,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
MILLAN CHEMIST LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
AFRIQ PHARM & H'SERV'S LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
NAABSON PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FELCHAM PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CHRISMAN PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CHRISMAN PHARMACY (ADJEI KOJ,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CHARIS PHARMA LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CHASCA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FAITHLAND PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
EUCHARISTIA PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JOELINA PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
ADALITS PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
COMFORT CARE PHARMACEUTICA,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JOEFIKO PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
IMPERIAL HEALTH SCIENCES LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
NEEGS PHAMACEUTICALS LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FAMOG PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FAIRGOLD CO. LTD. (PHARMACY D,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
FAIRGOLD CO. LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
CIMA PHARMACEUTICAL LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SACKITEY MEDITECH PHARMACY L,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
SAANI HEALTH PHARMACY LIMITE,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
S. P. PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JESSGAB PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JASIE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JAQCARE PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
POWER SHOWER PHARMACY (C. 2,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
DECCON PHARMACY,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
DE-GEORGES PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
QUINDEL PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
QUICKAID PHARMACY LTD,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JENARKO PHARMACY LTD.,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
4A'S PHARMACY LIMITED,1,895.1658291457286,1,1,895.1658291457286,895.1658291457286
JEBINA PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
A. M. E. PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ZYCLAX GH. LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
YIARA PHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
YILDIZ COMPANY LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
YASARKO PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ZODIAC CHEMISTS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ZASE CHEMIST,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ZEDORS PHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ASEDA NKA NYAME PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JESS CHEMIST,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JAWDA PHARMACEUTICALSLIMITE,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JAYDEEN PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
J.M. ADDO & SONS LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JAN-AID PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
K.SOMUAH & SONS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JURIC PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ALOKEN LTD. (PHARMACY),1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
VITAN PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
VICTORY PHARMACY LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
RAPNET P'MACEUTICAL LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
PILL RACK PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
HELIJONS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
A-SARPS PHARMACY (ANNEX),1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
3A HEALTH PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
YOMA CHEMIST LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WULCK PHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WORLDWIDE PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WORLDVIEW CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WORLD VIEW PHARMACY LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ASTERISK LIFESCIENCES (GH) LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NICODOH PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NICKEL CHEMIST LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
RX PHARMA CO. LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ROYAL PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ROXIN PHARMACEUTICALS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NASIT CHEMIST,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIDELITY PHARMACEUTICALS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ADAZARA PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
INTERBRAIN PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ATLAS PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ATHENA PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ATBUC PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ASYLUM DOWN PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WILER PHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
WHITE TOWER PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CHEN'S PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIAVI PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NADMA PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CHARA PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CHARA PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FAP PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SAMAH CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SALBY PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FAMILYMEDS PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FAKSTINS PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FAKSTINS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JOHN LAWRENCE CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JOHN BEST CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
JOEPHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
EVA PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NISSI PHARMA LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NIMA HIGHWAY PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NOVIK PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
COBEST PHARMACY LTD.-,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
COBEST PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CLINISERVE PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CLIFFCO PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ROSEAID PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ROPHI PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ROMAN RIDGE PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SARKUFF PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SAP HEALTH LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ACTS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SAMSED MEDICALS & HEALTHCAR,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SAMIGO PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIDELIS FIDELIS PHARMACEUTICAL,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIDEL PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIDEL PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CHALTON COMPANY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CENTILLION PHARMA LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CELIA PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CEKAMS PHARMACEUTICALS LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ADD PHARMA (GH) LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
MINIMAX PHARMACEUTICALS LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FORD PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CAREL LOGISTICS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CARE4 HEALTH ENTERPRISE,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
COLLIERS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ESKAY THERAPEUTICS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
CITIZEN PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NEW PAGE CHEMISTS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ESKAB PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
ERNESMAY CHEMIST,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NU-MEDICALS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FOUNTAIN PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SHALINA HEALTHCARE-GHANA LT,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SHAGGYSCO PHARMACEUTICALS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SEYAMA PHARMACEUTICALS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SERGEN PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SEPTAL CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FLEXSTA PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIRSTPOINT PHARMACY LTD,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIRST LIGHT PHARMACY LIMITED,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
FIRDAWS PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
MILE 7 CHEMISTS LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
MICHEW PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SEPTAL CHEMISTS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SENELLOYD O. LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SEKEL PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
SEDEM PHARMACY LTD.,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
OA & J PHARMACEUTICALS,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
NYALA PHARMACY,1,453.22929936305735,1,1,453.22929936305735,453.22929936305735
