chain,outlets,total_pop_served,mmda_count,regions,pop_per_outlet,avg_mmda_pop
RAYBOAT PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
NEW ERA PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
TUMIWURA PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
CHARMAR PHARMACY LTD.,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
ADUPAC CHEMISTS LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
FAMICARE PHARMACY,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
PROMA PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
MOONLIGHT PHARMACY,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
HAYNA PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
NEXT WORLD PHARMACEUTICALS,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
AFRICAN CHEMIST LIMITED,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
CHARMAR PHARMACY LTD,1,7858.047619047619,1,1,7858.047619047619,7858.047619047619
SANFORD WORLD CLINIC PHARMA,2,7727.383333333333,2,2,3863.6916666666666,3863.6916666666666
ASCOT PHARMACY,2,7530.100267104993,2,2,3765.0501335524964,3765.0501335524964
OTY'S PHARMACY,2,7521.548717948718,2,1,3760.774358974359,3760.774358974359
DEWLAND CHEMIST,2,7471.438202247191,1,1,3735.7191011235955,7471.438202247191
LIZMOK PHARMACY LTD,2,7201.724137931034,1,1,3600.862068965517,7201.724137931034
DOSTY PHARMACY,4,7113.418100511657,3,1,1778.3545251279143,2371.139366837219
JEMOZ PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
JENAPP PHARMACY LIMITED,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
GETWELL PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
JANNIS PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
MADIBRA AND CO. LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
BRAKATU-BENNET PHARMACY LT,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
WISPA PHARMA GH. LIMITED,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
TRUSTLINK PHARMACY LIMITED,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
CELTIS PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
BRAKATU PHARMACY LTD.,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
HEALTH SPRING PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
EVANEX PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
KENDICKS PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
ALISEY PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
FRAMIN PHARMACY LIMITED,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
EVESAM PHARMACY LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
HEALTH TRUST PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
HESED PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
OWASS PHARMACY LTD.,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
EDRON PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
WESTLINK CHEMIST LTD,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
MAIVAN PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
PLATINUM-P CARE PHARMACY,1,7076.870967741936,1,1,7076.870967741936,7076.870967741936
IBRAPHARMA LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ANNICOM PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
BENTLY PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ENDSWELL PHARMACY LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ENDSWELL PHARMACY LTD. ( BUK,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ENDSWELL PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ADAM A PLUS PHARMACY LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
FB ULTIMATE- PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ZIMAX PHARMACY LIMITED,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
SAMORAK PHARMACY LTD.,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
EDMIDA PHARMACY LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
GINAPHARMA LTD. ( BOLGA BRA,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
DATAM PHARMACY LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
DARTAH PHARMACY LTD.,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ASCEND LIFESCIENCE PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
OPEN GATE PHARMACY LTD.,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
OPENED GATE PHARMACY,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ROSELASI PHARMACY LTD,1,6788.523809523809,1,1,6788.523809523809,6788.523809523809
ADANSIMAN PHARMACY,1,6781.625,1,1,6781.625,6781.625
JULIBO PHARMACY LTD,1,6781.625,1,1,6781.625,6781.625
VICMERC O.A. PHARMACY LTD.,1,6781.625,1,1,6781.625,6781.625
BEKMART PHARMACY LTD,1,6781.625,1,1,6781.625,6781.625
JOMAADS PHARMACY LTD,1,6781.625,1,1,6781.625,6781.625
ALL IS WELL PHARMACY,1,6781.625,1,1,6781.625,6781.625
ERICPO PHARMACEUTICALS GHAN,1,6781.625,1,1,6781.625,6781.625
JAAF PHARMACY,1,6781.625,1,1,6781.625,6781.625
ROCK CHEMISTS,5,6734.802348726114,3,1,1346.9604697452228,2244.9341162420383
LIZDAN PHARMACY,2,6719.143162393162,2,2,3359.571581196581,3359.571581196581
HEALTH CORNER PHARMACY LTD,2,6715.043529411765,2,1,3357.5217647058826,3357.5217647058826
DESTINY COMMAND CHEMIST,2,6715.043529411765,2,1,3357.5217647058826,3357.5217647058826
SPEED PHARMACY,2,6715.043529411765,2,1,3357.5217647058826,3357.5217647058826
ALIMEFS PHARMACY,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
NAYAG PHARMACY LIMITED,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
CHARPS CHEMISTS,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
NABIBS PHARMACY,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
CAMDEN PHARMACEUTICALS LTD,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
ST. STEPHENS PHARMACY,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
FRANKERZ PHARMACY,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
GLPL GHANA LTD.,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
PALM-AID PHARMACY,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
ENTRANCE PHARMACEUTICALS,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
KOFIKROM PHARMCY LTD,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
KOFIKROM PHARMACY LTD.,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
KAMA INDUSTRIES LTD.,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
HEALTH CONCEPT LTD,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
JOVEL PHARMACY LTD,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
DIXXONS PHARMACY LIMITED,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
PHARMACY ROYALE LIMITED,1,6684.047619047619,1,1,6684.047619047619,6684.047619047619
RAYNEK PHARMACY LTD,3,6521.965539768087,2,1,2173.988513256029,3260.9827698840436
ROMART PHARMACY,2,6365.904299363057,2,2,3182.9521496815287,3182.9521496815287
J-RAD PHARMACY,3,6087.0,1,1,2029.0,6087.0
BIOTIC PHARMACY,3,6010.412887969258,2,1,2003.4709626564193,3005.206443984629
ACTIKID PHARMACY,2,5981.167819072313,2,1,2990.5839095361566,2990.5839095361566
UNICHEM GHANA LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
PHARMANOVA LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
ALLIANCE PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
DOXA CHEMISTS LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
KALAMED PHARMACY LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
DOKULOKU PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
B & G PHARMACY LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
HASKAY PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
U.B PHARMA GHANA LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
UNIQUE PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
ACHEBO PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
J. Y. PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
RICKY PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
AMUHERA PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
OBARSI PHARMACEUTICALS LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
OPAC PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MEK PHARMACY LTD.(TAMALE BR,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
A & A PHARMACY CONSULT LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
SLAVA PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
APOTHECARE PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
OBARSI PHARMACY LTD. (ANNEX,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MAUPLUS PHARMACY LTD.(TISHE,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
CHAMALT PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
NASARA PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
LIVE WELL PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
TRUST CARE PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
GINA PHARMA LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
BLUE NILE PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
DANNEX AYRTON STARWIN PLC D,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MAINSTREET PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
GINAPHARMA LTD.(KANVILI BRAN,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
GB PHARMA (GH) LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
SUPERLITE PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
EB PHARMACEUTICAL LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
TOBINCO PHARMACEUTICALS,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
M & G PHARMACEUTICALS LTD.(T,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
DECENT PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
PEEKAY GOMBI PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
HAJISAM PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
GOODMAN PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MEDICARE PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
HAYAT PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
DIAKO PHARMCY LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
XERION CHEMIST LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
AZUMAH PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
STADIUM PHARMACY LTD,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
GINAPHARMA LIMITED,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MAUPLUS PHARMACEUTICALS LT,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
OPAC PHARMACY LTD.,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
SELVAM PLUS PHARMACY LIMITE,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
MEGA-1PHARMACEUTICALS,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
FRONTAGE PHARMACY,1,5950.9047619047615,1,1,5950.9047619047615,5950.9047619047615
SENES PHARMA CO. LTD,3,5947.751658291458,2,1,1982.5838860971526,2973.875829145729
JB PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
JO-EPHSON PHARMACY,1,5912.675,1,1,5912.675,5912.675
WISELY PHARMACY,1,5912.675,1,1,5912.675,5912.675
CLASSFAM PHARMACY (KASOA BR,1,5912.675,1,1,5912.675,5912.675
MERKOT PHARMACY,1,5912.675,1,1,5912.675,5912.675
JCHS PHARMACY & TRADING LTD,1,5912.675,1,1,5912.675,5912.675
BOLENTO PHARMACY,1,5912.675,1,1,5912.675,5912.675
ASAMPHARM PHARMACEUTICALS,1,5912.675,1,1,5912.675,5912.675
WIDAMA PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
KABS PHARMA HEALTH SERVICE L,1,5912.675,1,1,5912.675,5912.675
PRIMAR PHARMACY,1,5912.675,1,1,5912.675,5912.675
ALPAT PHARMACY LIMITED,1,5912.675,1,1,5912.675,5912.675
ALPHA & OMEGA EL-SHADDAI PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
3J's PHARMACY,1,5912.675,1,1,5912.675,5912.675
KO'S PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
HEALTH ANGEL PHARMACEUTICA,1,5912.675,1,1,5912.675,5912.675
ABI-A PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
HAMSA PHARMACY LIMITED,1,5912.675,1,1,5912.675,5912.675
BASEVIEW PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
HEALTHVIEW PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
JIREH HEIGHTS PHARMACY,1,5912.675,1,1,5912.675,5912.675
M. CITY PHARMACY,1,5912.675,1,1,5912.675,5912.675
OPALSA PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
SIMPSON PHARMACY,1,5912.675,1,1,5912.675,5912.675
BENNYCARE PHARMACY LTD ANN,1,5912.675,1,1,5912.675,5912.675
RAG LINEKER PHARMACY,1,5912.675,1,1,5912.675,5912.675
MAYSON PHARMACEUTICALS LTD,1,5912.675,1,1,5912.675,5912.675
EKLESIA PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
SMT PHARMA COMPANY LTD,1,5912.675,1,1,5912.675,5912.675
FORMULA ONE CHEMISTS,1,5912.675,1,1,5912.675,5912.675
FIGEE PHARMACY LTD,1,5912.675,1,1,5912.675,5912.675
INTERPHARMA LIMITED,2,5776.8,1,1,2888.4,5776.8
INTERPHARMA LTD.,2,5776.8,1,1,2888.4,5776.8
MIKADDO PHARMACY LTD.,2,5776.8,1,1,2888.4,5776.8
HAGA PHARMACY,2,5765.022972002872,2,1,2882.511486001436,2882.511486001436
THE MALL PHARMACY,4,5709.530846086597,3,1,1427.3827115216493,1903.1769486955325
GOOD EXAMPLE PHARMACY LTD,2,5578.944308345583,2,1,2789.4721541727913,2789.4721541727913
KELMED PHARMACEUTICALS LTD,2,5323.310380444138,2,2,2661.655190222069,2661.655190222069
BIOLINK PHARMACY LTD.,1,5276.1,1,1,5276.1,5276.1
CARDINAL CHEMISTS,1,5276.1,1,1,5276.1,5276.1
SECOND KING PHARMACY,1,5276.1,1,1,5276.1,5276.1
EYE PLUS PHARMACY LTD,1,5276.1,1,1,5276.1,5276.1
NGANOMAN PHARMACY,1,5276.1,1,1,5276.1,5276.1
FINA PHARMACY LTD,1,5276.1,1,1,5276.1,5276.1
E.M'S PHARMACY & HEALTH MAR,1,5276.1,1,1,5276.1,5276.1
A. M. GAMBO PHARMACY LTD,1,5276.1,1,1,5276.1,5276.1
DODOWA PHARMACY LTD.,1,5276.1,1,1,5276.1,5276.1
IKANN CHEMIST LTD.,1,5276.1,1,1,5276.1,5276.1
PREMIUM PHARMACY,1,5276.1,1,1,5276.1,5276.1
PHARMA GEORGE,1,5276.1,1,1,5276.1,5276.1
ADPRIS CHEMIST LIMITED,1,5276.1,1,1,5276.1,5276.1
DODOWA PHARMACY (MARKET. R,1,5276.1,1,1,5276.1,5276.1
QUASIPHARM LTD,1,5276.1,1,1,5276.1,5276.1
FRANSLINA PHARMACY,1,5276.1,1,1,5276.1,5276.1
BIO LINK PHARMACY,1,5276.1,1,1,5276.1,5276.1
DAVJOEL LIMITED,1,5276.1,1,1,5276.1,5276.1
KLEENMED PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
PRESCRIPTION PLUS PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
ASHGIN PHARMACY (ANNEX),1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
VITA CARE PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
HONSAL PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
UNION SQUARE PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
QUEEN STREET PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
KINGSWAY PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
GRACEWILL PHARMACY ANNEX,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
BERNFRED PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
AMADIS PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
TLC PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
BLUE CROSS PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
MEDLAND PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
BUCEE PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
BOAKYE ANSAH PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
MARYGOLD PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
LONDON BRIDGE PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
BIOMEID PHARMACIA,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
DECENCY PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
SIMSAH PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
MOSMAY PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
CAPE PILL PHRMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
CAPE COAST PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
OGUAAMAN PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
CAPITALMED PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
MEG PHARMACY LTD,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
SAGES PHARMACY LTD.,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
SANCOTEX PHARMACY,1,5273.472222222223,1,1,5273.472222222223,5273.472222222223
SADAS CHEMISTS,2,5115.247058823529,1,1,2557.6235294117646,5115.247058823529
JIM-BECK PHARMACY,2,5115.247058823529,1,1,2557.6235294117646,5115.247058823529
IKEHORN CHEMISTS,2,5115.247058823529,1,1,2557.6235294117646,5115.247058823529
BEACH ROAD PHARMACY,2,5115.247058823529,1,1,2557.6235294117646,5115.247058823529
DANPONG PHARMACY (GH) LTD.`,2,5115.247058823529,1,1,2557.6235294117646,5115.247058823529
ADD PHARMA GH. LTD,3,5084.1142296323815,3,1,1694.7047432107938,1694.7047432107938
LENA PHARMACY LIMITED,2,5052.585829145729,2,1,2526.2929145728644,2526.2929145728644
HUMANO PHARMACY LTD,2,5044.142746443793,2,1,2522.0713732218965,2522.0713732218965
RAYONI PHARMACY LTD,2,5044.142746443793,2,1,2522.0713732218965,2522.0713732218965
ALLDRUGS PHARMACY LTD,2,5011.534640522876,2,1,2505.767320261438,2505.767320261438
EDD EDDY PHARMACY,2,5011.534640522876,2,1,2505.767320261438,2505.767320261438
GOODBRAND PHARMACY,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
KRASPECT PHARMACY,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
ATM PHARMACY LTD,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
EFF-ESS PHARMACY LTD,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
CHANECK PHARMACY,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
O'NART PHARMACY,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
ROSIPAC PHARMACY,2,4995.693877551021,1,1,2497.8469387755104,4995.693877551021
WELLMARK PHARMACY LTD,2,4907.822222222222,1,1,2453.911111111111,4907.822222222222
MAXBET PHARMACY LTD.,2,4907.822222222222,1,1,2453.911111111111,4907.822222222222
HEM PHARMA SERVICE LTD.,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
XORNAM 360 PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
YOMEFA PHARMACY LIMITED,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
VICTORIOUS MT. ZION PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
EL-ROYALE PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
ELHERT PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
ST. ERIC PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
JENAF PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
DELADEM PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
LIVING CROWN PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
CARTHUR PHARMACEUTICALS,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
THE FIRST FAMILY PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
CITI PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
SELIKEM PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
ACCESS-B PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
SELLY PHARMACY LTD,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
FIT PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
BUBUNE PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
GEOKAWO PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
DANPONG PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
LIBERTY PHARMACY LTD.,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
EVANG. PRESBYTERIAN DEV. AND,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
VIKLEXI PHARMACY LTD.,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
JODAEL PHARMACY,1,4870.081081081081,1,1,4870.081081081081,4870.081081081081
CITY CENTRAL PHARMACY LIMITE,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
VEOK PHARMACY(ANNEX),1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
KENSTAR PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
ROATINA PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
D & G PHARMACY LTD. (MIOTSO B,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
ALPHA PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
VIROKA PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
DEYOUNG PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
ATLANTIC LIFE SCIENCES,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
D & G PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
WILLIANA PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
WALASCO PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
NEXTO PHARMACEUTICALS LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
EMPIRE PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
PERFECT HANDS HEALTHCARE SER,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
CAREFANY PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
BLISTER'S PHARMACEUTICALS LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
OX-BOWL PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
CSL PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
BS PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
PRIME HEALTH SERVICES LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
AUGLET PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
R & E PHARMACY AND MART LIMI,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
DROP-IN COMPANY LTD. (PHARM,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
CHRISMOR PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
PHENOM PHARMACY LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
CITY CENTRAL PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
BENEFELS PHARMACY AND HEALT,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
GREENMEDS PHARMACY LIMITED,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
BIO PLUS PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
PENIEL PHARMACY,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
GUNSI PHARMA LTD,1,4869.857142857143,1,1,4869.857142857143,4869.857142857143
ENOTA PHARMACY,1,4635.923076923077,1,1,4635.923076923077,4635.923076923077
ERNDOM CHEMISTS LTD.,1,4635.923076923077,1,1,4635.923076923077,4635.923076923077
JOEHANZY PHARMACEUTICALS,1,4635.923076923077,1,1,4635.923076923077,4635.923076923077
