client_clean,total_products,drug_products,food_products,countries_sourced,local_products,valid_products,import_pct,drug_pct
Niik Herbal Centre,2,2,0,1,2,2,0.0,100.0
"Nics I.T And Business Solutions Limited,A/R",2,0,2,1,0,2,100.0,0.0
"Niche Confectionery Gh. Limited., Tema",2,0,2,1,2,2,0.0,0.0
"Niche Cocoa Industry Limited., Tema",2,0,2,1,2,2,0.0,0.0
"Newyork International Ghana Limited, Techiman, Bono East Region",2,0,2,1,2,2,0.0,0.0
"Dulce Delighful Treats, Accra",2,0,2,1,2,2,0.0,0.0
"Nneka Youth Foundation , Ve-Gbodome, V/R",2,0,1,1,2,2,0.0,0.0
Menarini International Operations Luxemborg Sa 1 Avenue De La Gare L1611 Luxembourg,2,2,0,0,0,2,100.0,100.0
Menarini International Operations Luxemborg,2,2,0,1,0,1,100.0,100.0
Mena- Ice Ventures,2,0,2,1,2,2,0.0,0.0
"Melview Ent., Accra",2,0,2,1,0,2,100.0,0.0
Meridian Enterprises Pvt Limited Plot 418 Gidc Kabilpore Navsai 396424 Gujarat India,2,2,0,1,0,1,100.0,100.0
"Merck Healthcare Kgaaa - Frankfurter Strabe 240 64293 Darmstadt, Germany",2,2,0,1,0,2,100.0,100.0
"Divine Fresh Yoghurt Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Noble Smacs Ent., Accra",2,0,2,1,0,2,100.0,0.0
"Nob Luxury Resort And Spa, Accra",2,0,2,1,2,2,0.0,0.0
"Dopharma B.V. Zalmweg 24-4941 Vx, The Netherlands",2,2,0,1,0,2,100.0,100.0
Dopharma B V Zalmweg 24 4941 Vx Raamsdonksweer The Netherlands,2,2,0,0,0,2,100.0,100.0
"Don Cube Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Novel King Vent., Accra",2,0,2,1,2,2,0.0,0.0
Mego Herbal Centre,2,2,0,1,2,1,0.0,100.0
"Mega Total Distribution Ventures,Accra",2,0,2,1,0,2,100.0,0.0
"Mega Lifesciences Pty Limited - Victoria 3810, Australia",2,2,0,1,0,2,100.0,100.0
"Evik Events And Rentals., Accra",2,0,2,1,2,2,0.0,0.0
"Mentiase Trade & Media., Accra",2,0,2,1,2,2,0.0,0.0
"Nk Pharma Limited Swaniker Lk, - Abelemkpe, Accra Ga-124-5660",2,2,0,1,0,2,100.0,100.0
Draxer Therapeutics 33 Palace Avenue Baatsona Accra,2,2,0,0,0,2,100.0,100.0
Dr. Reddy'S Laboratories,2,2,0,1,0,2,100.0,100.0
"Dosannette Ent, Accra",2,0,2,1,2,2,0.0,0.0
Digital Marketing Technologies,2,0,2,1,0,2,100.0,0.0
"Dievole Foods, Tarkwa Layout, Around Adom Lodge Hotel, Wt-0006-4127, W/R",2,0,2,1,2,2,0.0,0.0
"Dieters Foods., Accra",2,0,2,1,2,2,0.0,0.0
Didosh Enterprise,2,0,0,1,0,2,100.0,0.0
"Dibi Organics, C/R",2,0,2,1,2,2,0.0,0.0
Nyame 1 Samuel Enterprise,2,0,0,1,2,2,0.0,0.0
"Nutz Delight Limited. Plot No. 17 Block E Sector 3, Sunyani Bono Region",2,0,2,1,2,2,0.0,0.0
Nutrifoods Ghana Limited,2,0,2,1,2,2,0.0,0.0
Medstoc Limited,2,0,0,1,0,2,100.0,0.0
"Medopharm Private Limited - Medohouse 25, Puliyur 2Nd Main Road, Trustpuram, Kodambakkam, Chennai – 600 024, India",2,2,0,1,0,2,100.0,100.0
Medopharm Medo House 25 Puliyur 2Nd Main Nad Trust Puram Kodambakkan Chennai 600024 India,2,2,0,0,0,2,100.0,100.0
"Exeter Healthcare Limited Stile C.Sede Lane Guilford G03 Iax,Uk",2,2,0,1,0,2,100.0,100.0
"Nubian Foods Limited., Accra",2,0,2,1,0,2,100.0,0.0
Novo Nordisk Pharma Gulf Fz-Llc,2,2,0,0,0,0,100.0,100.0
"Dna Royal Foods Limited, Tema, G/R",2,0,2,2,0,2,100.0,0.0
Dkt International,2,1,0,1,0,2,100.0,50.0
"Oliver Bherry Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Denanttu Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Demih'S Naturals., A/R",2,0,2,1,2,2,0.0,0.0
Delma Pharma Limited Hno A 5044 1St Sakumo Loop Ga3641361Laterbiokorshie Behind Radio Gold,2,2,0,0,0,2,100.0,100.0
"Optimal Green Limited., Accra, Ga/R",2,0,2,1,2,2,0.0,0.0
Optegral Ghana Limited,2,2,0,1,0,2,100.0,100.0
Oppong Nyantakyi Ent,2,0,2,1,2,2,0.0,0.0
"Meannan Foods, Tema",2,0,2,1,2,2,0.0,0.0
"Mctima Powerplus, North East Region",2,0,2,1,2,2,0.0,0.0
"F. K Bakery, A/R",2,0,2,1,2,2,0.0,0.0
Eyetrams Cargo Services Limited,2,0,1,1,0,2,100.0,0.0
Medtest Ghana Limited,2,0,0,2,0,2,100.0,0.0
"Ocean Fare Co. Limited., Accra",2,0,2,2,0,2,100.0,0.0
Odeefo Mary Nyame Ndae Herbal,2,2,0,1,2,2,0.0,100.0
Ocelot Cosmetec Limited,2,0,0,0,0,0,100.0,0.0
"Oceanabs Ventures,A/R",2,0,2,1,2,2,0.0,0.0
Oson'S Chemist Limited P O Box 18473 Accra,2,2,0,0,0,2,100.0,100.0
"P.A.K. Global Limited, Accra, Ga/R",2,0,2,1,2,2,0.0,0.0
P.A.G Pharmaceuticals,2,2,0,0,0,2,100.0,100.0
"Oxy Industries Limited., Tema",2,0,1,1,2,2,0.0,0.0
Owfordvet Enterprise - P. O. Box 5937 Kumasi,2,2,0,1,0,2,100.0,100.0
"Dcs Vent., Accra",2,0,1,1,2,0,0.0,0.0
Days Skin Cosmetics,2,0,0,0,0,0,100.0,0.0
"Dayfarm Agro Ent. Adawso, E/R",2,0,2,1,2,2,0.0,0.0
"Fampof Ent., Kumasi, A/R",2,0,2,1,0,2,100.0,0.0
Famaco Enterprise,2,2,0,1,2,2,0.0,100.0
Fair & White Company Limited,2,0,0,1,0,2,100.0,0.0
Onyx Pharma,2,2,0,1,0,2,100.0,100.0
"Orkman Gh. Limited., Accra",2,0,1,2,0,2,100.0,0.0
Orange West Africa,2,0,2,1,0,2,100.0,0.0
Ostuka Pharmaceuticals India Private Limited Village Vasana- Chacharwadi Tal Sanandi District Ahmedabad 382213 India,2,2,0,1,0,2,100.0,100.0
"Olna Food And Beverage Co. Limited., Accra",2,0,2,1,2,1,0.0,0.0
"Davet Limited., Accra",2,0,1,2,0,2,100.0,0.0
"Daveglad Ent., Prestea, W/R",2,0,2,1,2,2,0.0,0.0
Dav-Tech Bio Sanitation Services,2,2,0,1,0,2,100.0,100.0
Darose Pharmaceutical Limited,2,2,0,1,0,0,100.0,100.0
"Palmsville Ghana Limited. Accra, G/R",2,0,2,2,0,2,100.0,0.0
"Farmershaus Limited, Hs No 1100 Kiseman",2,0,2,1,2,2,0.0,0.0
"Farhat 911 Ventures,A/R",2,0,2,0,0,0,100.0,0.0
"Fannash Co. Limited., Accra, Ga/R",2,0,2,2,1,2,50.0,0.0
"Mcad Impex Co. Limited., Accra",2,0,2,0,0,0,100.0,0.0
"Mazbit Company Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Mayson Pharmaceuticals Limited - Achimota Mile-7 Roundabout, Accra",2,2,0,1,0,2,100.0,100.0
"Mayrocy - 7 Trading Ent., Accra",2,0,2,0,0,0,100.0,0.0
Mayoyo Links Cold Store Enterprise,2,0,2,2,0,2,100.0,0.0
Mayim Frozen Foods Limited,2,0,2,2,0,2,100.0,0.0
"Maydentplus Enterprise, Accra North, G/R",2,0,2,1,0,2,100.0,0.0
"Oson'S Chemist Limited, D759 14 Kimberley Avenue, Okaishie",2,1,1,1,0,2,100.0,50.0
"D.N.O Ent, Accra",2,0,2,1,2,2,0.0,0.0
"Patos Tailoring Centre, Accra",2,0,2,1,2,2,0.0,0.0
Patience Adjei Mensah,2,0,2,1,0,2,100.0,0.0
Pat-Ben Trading Enterprise A/R,2,0,2,2,0,2,100.0,0.0
"Daily Concern Ent., Accra",2,0,0,2,0,2,100.0,0.0
"Dageeb Bright Ent., Accra G/R",2,0,2,1,0,2,100.0,0.0
"Peace Queen Enterprise, Satellite Near Nsawam",2,0,2,1,2,2,0.0,0.0
Maxtar Biogenics 309-310 Pearls Corporate W Mall Manglam Place Sec 3 Rohini Delhi 110085 India,2,2,0,0,0,2,100.0,100.0
Maxheal Laboratories Private Limited,2,2,0,0,0,2,100.0,100.0
"Federated Food Processing Limited., Accra",2,0,2,2,1,2,50.0,0.0
"Fawaz Africa Commodities Limited., Accra",2,0,2,1,0,1,100.0,0.0
Fawakom Resources Limited. Tema G/R,2,0,2,1,0,2,100.0,0.0
"Fauzey'S Special Groundnut Xw-0640-9848, Bamahu Ubids Streets",2,0,2,1,2,2,0.0,0.0
Palmsville Gh. Limited,2,0,2,1,0,2,100.0,0.0
"Palm Ridge Foods Limited., Gomoa Ojobi, C/R",2,0,0,1,2,0,0.0,0.0
"Pacific Cold Store, Accra",2,0,1,2,1,2,50.0,0.0
"Conta Healthcare Private Limited - 203, Shrishti Plaza, Saki Vihar Road, Powai, Mumbai, Suburban, Maharashtra 400072, Select",2,2,0,1,0,2,100.0,100.0
Pills And Tabs Pharmacy Limited - Plot No,2,2,0,1,0,2,100.0,100.0
"Crop 2 Life, Accra",2,0,0,1,2,2,0.0,0.0
Pharmax India Private Limited,2,2,0,0,0,2,100.0,100.0
"Mavern Foods, C/R",2,0,2,1,2,2,0.0,0.0
Fertirus A-Z Pharma Limited,2,2,0,0,0,2,100.0,100.0
Fertility Essentials,2,2,0,1,1,2,50.0,100.0
Pfizer Specialities Limited 7Th Floor 21 Luggard Av Ikoyi Lagos Nigeria,2,2,0,2,0,1,100.0,100.0
Cymon Ventures,2,0,2,1,2,2,0.0,0.0
Cuod Example Pharmacy Limited,2,2,0,0,0,2,100.0,100.0
"Pc Bakery Accra., G/A",2,0,2,1,2,2,0.0,0.0
"Peng Holdings Limited. Accra, G/R",2,0,2,1,0,2,100.0,0.0
"Pejayley Supplies,A/R",2,0,0,1,2,2,0.0,0.0
"Peemendy Juice & Farms Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Daasebre World Wine Limited., Accra",2,0,2,1,0,2,100.0,0.0
"D.S.H. Tadelink Limited, Accra",2,0,2,1,0,2,100.0,0.0
Fitzone Company Limited,2,2,0,1,0,0,100.0,100.0
Mariestopes,2,2,0,1,0,2,100.0,100.0
"Confirm Foods Limited., Accra",2,0,0,1,2,2,0.0,0.0
"Comsiba Ent., Kumasi, A/R",2,0,2,1,2,2,0.0,0.0
"Colossat Trident Ventures, Kukurantumi, E/R",2,0,2,2,0,2,100.0,0.0
Pj Promile Limited Company,2,0,0,2,0,2,100.0,0.0
"Piper Pretty Company Limited, Ashanti Region",2,0,2,1,0,2,100.0,0.0
"Pinnacle Coco Limited., Accra",2,0,2,1,2,2,0.0,0.0
Marie Stopes International Ghana,2,0,0,1,0,2,100.0,0.0
"Marabarka, Accra G/A",2,0,2,1,2,2,0.0,0.0
"Mapworld Foods, Kumasi, A/R",2,0,2,2,0,2,100.0,0.0
"Marine Medicare Pvt Limited - Vill Kulhariwala P O Mandhala Distt Solan Baddi Hp 174103 , India",2,2,0,1,0,2,100.0,100.0
Marvic Royal Enterprise,2,0,2,1,2,2,0.0,0.0
"Martello De-Gray Ventures, Kobi. E/R",2,0,2,2,0,2,100.0,0.0
"First Impression Elite Limited, Accra",2,0,2,1,2,2,0.0,0.0
"Cool - Up Ghana Limited., Accra",2,0,2,0,0,0,100.0,0.0
Ck Junia Fuuds,2,0,0,2,0,2,100.0,0.0
"Citruspress, Accra",2,0,2,1,2,2,0.0,0.0
Citrusci,2,0,0,0,0,0,100.0,0.0
Pokupharma Company Limited,2,2,0,1,2,2,0.0,100.0
"Poget Herbal Centre, A/R",2,1,1,1,2,2,0.0,50.0
"Pneuma Food Scientifics, Accra",2,0,2,1,2,2,0.0,0.0
"Plot Ent. Gh. Limited.,Takoradi, W/R",2,0,2,1,2,2,0.0,0.0
"Pleasure Food Ent., Accra G/A",2,0,1,2,0,2,100.0,0.0
"Pleasant Point Limited, Adum",2,0,0,2,0,2,100.0,0.0
"Cob-A Group Of Co. Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Pr Touch., Accra",2,0,2,1,2,2,0.0,0.0
"Magmarcus Ent., Accra",2,0,2,1,0,2,100.0,0.0
Mama Samoa Bites,2,0,2,1,2,2,0.0,0.0
"Malinda Afiba Ent., Fumesua,A/R",2,0,2,1,2,2,0.0,0.0
"Fm Kitchenette, Accra",2,0,2,1,2,2,0.0,0.0
"Flour Mills Of Ghana Limited.,Tema",2,0,2,1,2,2,0.0,0.0
"China Resources Zizhu Pharmaceutical Co., Limited - No. 27, Chaoyang North Road, Chaoyang District, Beijing 100024, P. R., China",2,2,0,1,0,2,100.0,100.0
Cheng Hang International Limited,2,0,0,0,0,0,100.0,0.0
"Premium Foods Limited., Kumasi, A/R",2,0,2,1,2,2,0.0,0.0
"Prema Kabra Ventures, Alavanyo, V/R",2,0,2,1,2,2,0.0,0.0
Preet Remedies Limited # 194-195 Third Floor Industrial Area Phase –Ii Chandigarh-160002 India,2,2,0,0,0,2,100.0,100.0
"Precious -Tilly Enterprise, Accra",2,0,2,1,2,2,0.0,0.0
"Cinoket Systems, Accra",2,0,2,1,2,2,0.0,0.0
"Chrisbill Group Of Companies, Accra",2,0,1,2,0,2,100.0,0.0
"Prete Foods Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Mabiba Trading Enterprise, 2-25 Emford Bakery Lane, Ofankor",2,2,0,1,1,2,50.0,100.0
Fnd Snacks & Eatery,2,0,2,1,2,2,0.0,0.0
Fmms Pharmacy,2,2,0,0,0,2,100.0,100.0
"Magvlyn Industries Limited., Accra",2,0,2,1,2,2,0.0,0.0
Ppgl,2,2,0,1,0,2,100.0,100.0
"Classic Janemc Ent., Weija",2,0,2,1,0,2,100.0,0.0
"Clab Local Bar., Accra",2,0,2,1,2,2,0.0,0.0
"Celeos Company Limited, Accra, Ga/R",2,0,2,0,0,0,100.0,0.0
Quest Healthcare Limited,2,0,0,1,0,2,100.0,0.0
"Purple Naturals, Tema",2,0,2,1,2,2,0.0,0.0
"Quantum Heights Vent., Accra",2,0,1,1,2,2,0.0,0.0
Qnet Limited. Units Gl 21F Mg Tower,2,2,0,0,0,2,100.0,100.0
"Ceva Sante Animale - No.3 Avenue Des Cypres 53950 Louverne, France",2,2,0,1,0,2,100.0,100.0
Q-Sub Ventures,2,0,2,1,0,2,100.0,0.0
"M4 Logistics Limited., Accra",2,0,2,1,0,2,100.0,0.0
Profa Frozens,2,0,2,1,2,2,0.0,0.0
"Probianca Co. Limited., Tema",2,0,0,1,0,2,100.0,0.0
"Prisma Pharma Fze - P. O. Box 17269, Jabel Ali Free Zone Dubai, United Arab Emirates",2,2,0,1,0,2,100.0,100.0
"Proxima Centuari Farms Limited., Kaneshie",2,0,0,1,2,2,0.0,0.0
"Chanrai Brands Limited, Tema, Ga/R",2,0,2,1,2,2,0.0,0.0
"Purplelee Co. Limited., Accra",2,0,1,1,2,2,0.0,0.0
Principle Healthcare International Limited Airedale Business Centre Millenium Road Skipton Bd23 2Tz,2,2,0,0,0,0,100.0,100.0
Chinese Veterinary,2,2,0,1,0,2,100.0,100.0
"Ralj Naturals, Accra",2,0,2,1,2,2,0.0,0.0
"Rafis Foods Limited, Tema",2,0,2,0,0,0,100.0,0.0
"Catalent Lifesciences Plot No. 104, Sarvodaya Complex",2,2,0,0,0,2,100.0,100.0
Careplus Pharmacy Limited,2,2,0,0,0,2,100.0,100.0
Carefusion,2,0,0,1,0,2,100.0,0.0
Rabsbarry Enterprise,2,0,0,1,0,2,100.0,0.0
"Frankoham Business Ventures., Kasoa, C/R",2,0,2,1,2,2,0.0,0.0
"Franko Smart General Trading Co., Accra G/R",2,0,2,2,0,2,100.0,0.0
"Frankendark Limited., Accra",2,0,2,1,0,0,100.0,0.0
Franco Indian Pharmaceutical Limited 20 Dr E Moses Road Mumbai 400011 India,2,2,0,1,0,2,100.0,100.0
"Fractio Limited Company, Accra",2,0,2,1,2,2,0.0,0.0
"Mabiba Trading Ent., Accra",2,1,0,2,0,2,100.0,50.0
"Raanan Fish Feed West Africa, Accra",2,0,2,1,2,2,0.0,0.0
"R.O Tabi Ent., Accra",2,0,2,1,2,2,0.0,0.0
R & R Luxury Limitedroman Ridge Shopping Arcade9 Sir Arku Korsah Roadroman Ridge,2,0,0,0,0,0,100.0,0.0
Qunloon Ghana Limited,2,2,0,1,0,0,100.0,100.0
Louis Roman Limited,2,2,0,1,0,2,100.0,100.0
"Reddekopp Ministries. Accra, G/R",2,0,2,2,0,2,100.0,0.0
"C. Hedenkamp Gmbh And Co. Kg,Schierburch",2,2,0,1,0,2,100.0,100.0
C For Cakes,2,0,2,1,2,1,0.0,0.0
"London United Exports Limited Luex House 38 Watfordway Nw43Al, United Kingdom",2,2,0,1,0,2,100.0,100.0
"Lynuel Royal Ventures, Bunso",2,0,2,1,2,2,0.0,0.0
Lynn Food Solutions,2,0,2,0,0,0,100.0,0.0
Lynch Medical Services Limited,2,0,0,1,0,2,100.0,0.0
"Lux Organic Leaf Co. Limited, Accra",2,0,2,1,2,2,0.0,0.0
"Ram Farms And Agro Chemicals, Kade, E/R",2,0,2,1,0,2,100.0,0.0
Reality Maker Limited,2,0,2,1,2,2,0.0,0.0
"Re-Cell Apollo Int Limited Macarthy-Hill Ecobank Building. Box Nb 806, Lapaz Accra, Ghana",2,2,0,0,0,2,100.0,100.0
"Care Plus Pharmacy Limited - Plot No. 7 North Patsi, Kumasi",2,2,0,1,0,2,100.0,100.0
"Caramix Supply Limited., Accra, G/R",2,0,2,2,0,2,100.0,0.0
"Campbell Foods Ghana Limited., Accra",2,0,1,1,2,2,0.0,0.0
Reflo Company Limited,2,0,0,1,0,2,100.0,0.0
"Bright Arista International Limited., Accra",2,0,2,1,0,2,100.0,0.0
"Brenntag Gh. Limited., Tema",2,0,2,1,0,2,100.0,0.0
Bread O'Clock Bakery,2,0,2,1,2,2,0.0,0.0
"Bush Maga Vent., Accra",2,0,2,1,0,2,100.0,0.0
Brown Genesis Ent,2,0,2,2,0,2,100.0,0.0
"Brookes Pharma Private Limited - 58-59 Sector No. 16 Korangi Industrial Area, Karach 74900 Pakistan, Pakistan",2,2,0,1,0,2,100.0,100.0
"Brody Ventures, Accra",2,0,2,1,0,1,100.0,0.0
Rena Exports Private Limited,2,2,0,2,0,2,100.0,100.0
Remedy Pharma,2,2,0,1,0,2,100.0,100.0
"Rema Genesis Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Reload Brands Llc - 2095 E Green Orchard Lane, Holladay Ut 84124, United States",2,2,0,1,0,2,100.0,100.0
"Llen'S Condiments Ent. Accra, G/R",2,0,2,1,2,2,0.0,0.0
"Frimps-Adepa Nutrition, Accra",2,0,2,1,2,2,0.0,0.0
Freshcare Limited Company,2,0,0,1,0,0,100.0,0.0
"Lucentlife Sciences Limited Plot No.605 At Oko Street Pillar 2, Accra, Ghana",2,2,0,0,0,2,100.0,100.0
"Loving Hut Natural Foods, Accra, Ga/R",2,0,2,1,2,2,0.0,0.0
"Bogo Beverages Limited., Accra",2,0,2,2,0,2,100.0,0.0
Body Fuel Gh Company Limited,2,2,0,0,0,2,100.0,100.0
Ricomon Pharmacy,2,2,0,1,0,2,100.0,100.0
"Rich-J Ent., Accra G/A",2,0,2,1,2,2,0.0,0.0
Roche Products Ghana Limited,2,2,0,1,0,2,100.0,100.0
"River Oaks, Accra",2,0,2,1,2,2,0.0,0.0
"Brand Track., Accra",2,0,2,0,0,0,100.0,0.0
"Bounie Global Africa Group Limited No. 8 Anuetey Close Off La Bawaleshi Road, Accra",2,2,0,1,0,0,100.0,100.0
"Fruits Care., Accra",2,0,2,1,2,2,0.0,0.0
"Frozen Express. Kumasi, A/R",2,0,2,2,0,2,100.0,0.0
"From Home Food Processing And Packaging Ent., Accra",2,0,2,1,2,2,0.0,0.0
"Logs Logistics Services Gh Limited, Accra, G/A",2,0,2,1,0,2,100.0,0.0
"Logistics Jtn And Trading Limited, Community 9, Tema. G/R",2,0,2,2,0,2,100.0,0.0
"Retenk Adom Enterprise., Moseaso-E/R",2,0,2,1,2,2,0.0,0.0
Ressourcethica Propharmed Int'L,2,2,0,1,0,0,100.0,100.0
Resource Ethica Kenya Limited,2,2,0,2,0,2,100.0,100.0
"Rrh Innovation International Ghana Limited, Accra",2,0,2,2,0,2,100.0,0.0
"Royal Kezeel Ent., Accra",2,0,2,1,2,2,0.0,0.0
Biotest Pharma Gmbh,2,2,0,1,0,2,100.0,100.0
"Bloomway Industries Limited., Gomoa Aboansa, C/R",2,0,0,1,2,2,0.0,0.0
"Lew Gh. Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Livealth Biopharma Private Limited - Cabin 1, Survey No 12, Hissa No. 8, Mauje Kalambusare , Taluka Uran, Dist Raigad",2,2,0,1,0,2,100.0,100.0
Link Pharma Fzco,2,2,0,1,0,2,100.0,100.0
"Link Pharma F260 Unit N0 101, Ifza Property F260, Dubai Silicon Oasis, Ddp, Building A2, Dubai",2,2,0,1,0,2,100.0,100.0
"G & S Hungry Breads Ghana Limited., Accra",2,0,2,1,2,2,0.0,0.0
"Future Advance Ent.,Tema G/R",2,0,2,1,0,2,100.0,0.0
"Fuji Oil Ghana Limited, Techiman, Bono East Region",2,0,2,1,2,2,0.0,0.0
"Royal City Co. Limited., Kumasi, A/R",2,0,2,1,0,2,100.0,0.0
"Royal Butter And More, Ashaiman, G/R",2,0,2,1,2,2,0.0,0.0
"Rosuxe., Accra",2,0,2,1,2,2,0.0,0.0
"Boading Sunlight Hed Medicament Co. Limited No 3881, Great Wall South Street Boading City, Hebei Province, China",2,2,0,0,0,2,100.0,100.0
"Rongreen Enterprise, Accra",2,0,2,1,0,0,100.0,0.0
Les Laboratoires Servier,2,2,0,0,0,2,100.0,100.0
Sagalifesciences Limited,2,2,0,1,0,0,100.0,100.0
"Biotest Ag, Landsteinerstrasse",2,2,0,1,0,2,100.0,100.0
"Bioko Treats, Accra",2,0,2,1,2,2,0.0,0.0
Biocodex-7 Avenue Gal Lieni-94250 Gentily France,2,2,0,0,0,2,100.0,100.0
"Sama Natural Mineral Water And Beverages Limited, A/R",2,0,2,1,2,2,0.0,0.0
"Lena'S Wardrobe & Juice Bar, Accra",2,0,2,1,2,2,0.0,0.0
"Gastro Food Ent., Accra G/A",2,0,2,2,0,2,100.0,0.0
"Gasame Filie Ent., Takoradi, W/R",2,0,2,1,2,2,0.0,0.0
"S Kant Healthcare Limited - 3-A Shiv Sagar Estate, North Wing Dr. Annie Besant Road, Worli Mumbai -400018., India",2,2,0,1,0,2,100.0,100.0
Sa Meat World Limited,2,0,0,1,0,2,100.0,0.0
"Blackie 1984 Ent,A/R",2,0,2,1,2,2,0.0,0.0
"Bkl American Groceries, Tema",2,0,2,2,0,2,100.0,0.0
Biotidermal Africa,2,2,0,1,2,2,0.0,100.0
Biotic Company Limited,2,2,0,1,0,2,100.0,100.0
"S.I Baidoo Co. Limited., Accra",2,0,2,1,0,2,100.0,0.0
"Bf Pabliu Co., Limited., Accra",2,0,2,1,0,2,100.0,0.0
"Beta Arena Ent, Accra",2,0,2,1,0,2,100.0,0.0
"Sandiso Royal Ent,.A/R",2,0,2,1,2,2,0.0,0.0
"Salomey Konadu Enterprise. P. O. Box Se 306 Suame - Kumasi. H/No. S 22, Asuoyeboah North",2,0,2,1,2,2,0.0,0.0
"Salom Pharceutical Limited., Kumasi , A/R",2,0,2,1,2,2,0.0,0.0
Salocam Pharmacy,2,2,0,1,2,2,0.0,100.0
Big Zee Ent. Accra,2,0,2,1,0,2,100.0,0.0
"Big Maron Pharmacy Limited - P. O Box Ks 11497, Kumasi",2,2,0,1,0,2,100.0,100.0
"Big Berg Premium Limited, Tema",2,0,2,0,0,0,100.0,0.0
"Bhb Secrets, Accra",2,0,2,1,0,2,100.0,0.0
Samospharma Limited - P. O. Box Sk 1213 Sakumono Tema,2,2,0,1,0,2,100.0,100.0
Geabalscaters,2,0,2,1,2,2,0.0,0.0
Ge Healthcare As Nycoveien,2,2,0,1,0,0,100.0,100.0
"Gbj Ventures, Accra",2,0,2,1,2,2,0.0,0.0
Lesanto Laboratories Plot No,2,2,0,1,0,2,100.0,100.0
"Les Laboratoires Servier - 50 Rue Carnot 92284 Suresnes Cedex , France",2,2,0,1,0,2,100.0,100.0
"Saranak Ent., Kibi, E/R",2,0,2,1,2,2,0.0,0.0
"Sarah-Krispy Snacks And Catering Services, A/R",2,0,2,1,2,2,0.0,0.0
"Benzab Co. Limited., Accra, Ga/R",2,0,2,1,0,2,100.0,0.0
Benjy Agro Ventures,2,0,1,1,2,2,0.0,0.0
"Gepach Internationalplot No. A10 & A11, Sez Phase Ii, Pithampur, Dist. Dhar M.P",2,2,0,0,0,2,100.0,100.0
"Geohar Ventures,A/R",2,0,2,1,0,0,100.0,0.0
"Gentsitt Ent., Accra, Ga/R",2,0,2,1,2,2,0.0,0.0
"Genesis Ngola Limited Company, Adinjingano East Legon, G/R",2,0,2,1,0,2,100.0,0.0
"Lavina Pharmaceuticals Private Limited. - Satraplaza, Office No. 402, 4Th Floor",2,2,0,1,0,2,100.0,100.0
Samsed Medicals And Healthcare Limited,2,2,0,0,0,2,100.0,100.0
Sapholda Ventures Limited,2,0,2,0,0,0,100.0,0.0
"Sangharsh Lifecare Private Limited - Ahmedabad , Gujarat, India",2,2,0,1,0,2,100.0,100.0
Sangharsh Lifecare Private Limited,2,2,0,0,0,2,100.0,100.0
"Beslim, Accra",2,1,1,1,0,2,100.0,50.0
Besins Healthcare Sa - Rue Washington,2,2,0,1,0,2,100.0,100.0
"Samehands Ent., Techiman, B.E/",2,0,2,1,2,2,0.0,0.0
Shin Poong Pharm Co. Limited,2,2,0,0,0,2,100.0,100.0
Sejoy Biomedical Company Limited,2,0,0,1,0,2,100.0,0.0
"Shanghai Pharmateq Co., Limited. - Room 810, Jiaxing Bldg",2,2,0,1,0,2,100.0,100.0
Shanghai Pharma Co Limited Rm 810 No 877 Donytang Road Shanghai 200122 China,2,2,0,1,0,2,100.0,100.0
Laboratories Liconsa,2,2,0,1,0,2,100.0,100.0
Last Stop Herbal Centre,2,2,0,1,2,2,0.0,100.0
"Lark Lab Limited, A/105/2 Okha Phase Ii Industrial Area New Delhi 110020 India",2,2,0,0,0,2,100.0,100.0
Laprovert 7 Rue Du Tartreau-Arche D'Oé No. 2-37390 Notre Dame D'Oé France,2,2,0,1,0,2,100.0,100.0
"Ghana Oil Palm Development Co. Limited, Kwae, E/R",2,0,2,1,2,2,0.0,0.0
"Bemaba Foods Ventures, A/R",2,0,2,1,2,2,0.0,0.0
Belco Pharma,2,2,0,1,0,2,100.0,100.0
Bejeliza Enterprise,2,0,2,1,2,2,0.0,0.0
"Beijing Chunlizhengda Medical Instrments Co., Limited",2,0,0,1,0,2,100.0,0.0
"Serika Ventures., Accra",2,0,0,1,2,2,0.0,0.0
"Senakod Company Limited, Ho, V/R",2,0,2,1,2,2,0.0,0.0
"Sayda Farms Limited., Accra",2,0,2,1,1,0,50.0,0.0
She 5 Limited,2,0,0,0,0,0,100.0,0.0
"Bayer East Africa Limited - Thika/Outering Road Junction, P. O. Box 30321",2,2,0,1,0,2,100.0,100.0
Bawa International Gh Limited,2,2,0,0,0,2,100.0,100.0
"Shapes Pro Ghana Limited, Accra",2,0,2,1,2,2,0.0,0.0
"Shrilz Ent., Accra",2,0,2,1,2,2,0.0,0.0
Shreechem Pharmaceuticals Pvt Limited Plot No R 914 915 T.T.C Induustrial Area Mumbai 400701 India,2,2,0,1,2,2,0.0,100.0
